,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
772,Dover,39.16,-75.52,4.0,55,1,3.6,US,1604370809
773,Greenville,35.61,-77.37,4.0,86,1,2.86,US,1604370747
774,Hockessin,39.79,-75.7,4.44,51,1,3.6,US,1604370793
775,Middletown,39.52,-84.4,5.56,44,1,4.1,US,1604370816
776,Millville,39.4,-75.04,3.33,74,1,5.49,US,1604370962
777,Rehoboth Beach,38.72,-75.08,8.33,64,1,2.6,US,1604371004
778,Selbyville,38.46,-75.22,4.0,60,1,3.6,US,1604371004
779,Wilmington,34.23,-77.94,7.78,70,1,2.4,US,1604370837
780,Altamonte Springs,28.66,-81.37,16.67,72,1,4.6,US,1604370817
781,Apopka,28.68,-81.51,16.67,81,25,4.19,US,1604371117
782,Aventura,25.96,-80.14,23.89,64,90,8.2,US,1604370965
783,Bay Lake,46.41,-93.87,3.0,69,1,2.6,US,1604371117
784,Belle Isle,28.46,-81.36,18.0,72,20,5.1,US,1604371118
785,Boca Raton,26.36,-80.08,23.89,56,75,9.3,US,1604370914
786,Bonita Springs,26.34,-81.78,20.0,77,0,0.45,US,1604371118
787,Boynton Beach,26.53,-80.07,23.0,60,40,7.7,US,1604371118
788,Bradenton,27.5,-82.57,18.33,68,1,4.6,US,1604370994
789,Brandon,27.94,-82.29,17.22,67,1,5.18,US,1604370828
790,Brooksville,28.56,-82.39,13.33,71,1,4.6,US,1604370975
791,Callaway,30.15,-85.57,14.0,41,1,3.1,US,1604371118
792,Cape Coral,26.56,-81.95,20.0,77,1,5.7,US,1604370912
793,Casselberry,28.68,-81.33,16.67,72,1,4.6,US,1604370842
794,Celebration,28.33,-81.53,17.0,72,20,4.6,US,1604371119
795,Clearwater,27.97,-82.8,17.22,67,0,3.6,US,1604370975
796,Arrondissement de Clermont,49.5,2.42,7.0,87,0,1.0,FR,1604371119
797,Cocoa Beach,28.32,-80.61,21.11,49,20,8.7,US,1604371119
798,Coconut Creek,26.25,-80.18,23.33,56,90,5.7,US,1604371119
799,Coconut Grove,25.71,-80.26,24.44,56,75,6.7,US,1604371119
800,Coral Gables,25.72,-80.27,24.44,56,75,6.7,US,1604371119
801,Coral Springs,26.27,-80.27,23.33,56,90,5.7,US,1604370922
802,Crestview,30.76,-86.57,10.0,57,1,2.1,US,1604370979
803,Cutler Bay,25.58,-80.34,24.44,64,40,8.7,US,1604370982
804,Davenport,41.52,-90.58,8.33,52,1,4.1,US,1604371120
805,Davie,26.06,-80.23,23.33,64,90,8.2,US,1604371120
806,Daytona Beach,29.21,-81.02,19.0,63,75,7.2,US,1604370826
807,Daytona Beach Shores,29.18,-80.98,19.0,63,75,7.2,US,1604371120
808,Deerfield Beach,26.32,-80.1,23.33,56,75,9.3,US,1604371073
809,DeLand,29.03,-81.3,14.44,82,75,2.6,US,1604371008
810,Delray Beach,26.46,-80.07,23.33,56,75,9.3,US,1604371057
811,Destin,30.39,-86.5,14.0,47,1,4.1,US,1604370915
812,Doral,25.82,-80.36,23.89,56,75,6.7,US,1604371120
813,Dunedin,-45.87,170.5,13.33,72,67,16.99,NZ,1604371029
814,Ellenton,27.52,-82.53,18.33,68,1,4.6,US,1604371034
815,Estero,26.44,-81.81,20.0,68,1,5.1,US,1604370924
816,Fernandina Beach,30.67,-81.46,14.0,66,1,2.6,US,1604371121
817,Florida City,25.45,-80.48,23.0,64,40,8.7,US,1604371121
818,Fort Lauderdale,26.12,-80.14,23.33,64,40,9.8,US,1604370915
819,Fort Myers,26.62,-81.84,20.0,77,1,5.7,US,1604370991
820,Fort Walton Beach,30.41,-86.62,14.0,47,1,2.1,US,1604370990
821,Gainesville,29.65,-82.32,11.11,87,1,2.47,US,1604371122
822,Greenacres,35.38,-119.11,22.0,37,90,0.43,US,1604371122
823,Gulf Breeze,30.36,-87.16,15.0,47,1,4.6,US,1604371122
824,Hallandale,25.98,-80.15,23.89,64,90,8.2,US,1604371122
825,Hialeah,25.86,-80.28,23.89,56,90,8.2,US,1604371039
826,Homestead,25.47,-80.48,23.0,64,40,8.7,US,1604371122
827,Indialantic,28.09,-80.57,21.11,60,75,7.7,US,1604370885
828,Islamorada,24.92,-80.63,24.44,73,77,14.85,US,1604371123
829,Jacksonville Beach,30.29,-81.39,14.0,58,1,3.6,US,1604371123
830,Jensen Beach,27.25,-80.23,22.0,56,75,7.2,US,1604371123
831,Jupiter,26.93,-80.09,22.78,60,5,6.7,US,1604370861
832,Kendall,41.58,-88.43,6.11,52,1,2.6,US,1604371123
833,Key Biscayne,25.69,-80.16,23.89,56,75,6.7,US,1604371123
834,Key Largo,25.09,-80.45,24.44,1,65,3.58,US,1604371123
835,Key West,24.56,-81.78,27.0,64,90,8.7,US,1604370961
836,Kissimmee,28.3,-81.42,17.0,72,20,4.6,US,1604370856
837,Lady Lake,28.92,-81.92,14.0,71,1,5.1,US,1604371124
838,Lake City,30.19,-82.64,7.0,87,1,1.79,US,1604371124
839,Lake Mary,28.76,-81.32,16.67,72,1,4.6,US,1604371124
840,Lake Park,26.8,-80.07,23.0,53,75,9.3,US,1604371124
841,Lake Worth,26.62,-80.06,23.0,60,40,7.7,US,1604370863
842,Lakeland,28.04,-81.95,17.0,67,5,3.6,US,1604371018
843,Largo,27.91,-82.79,18.0,67,0,3.6,US,1604371124
844,Lauderhill,26.14,-80.21,23.33,56,90,5.7,US,1604371013
845,Longwood,28.7,-81.34,16.67,72,1,4.6,US,1604371125
846,Lutz,28.15,-82.46,16.11,67,1,5.61,US,1604370923
847,Lynn Haven,30.25,-85.65,11.67,76,1,2.1,US,1604371125
848,Macclenny,30.28,-82.12,11.67,93,1,2.34,US,1604371125
849,Maitland,28.63,-81.36,16.67,73,24,1.34,US,1604371125
850,Marco Island,25.94,-81.72,21.11,72,1,4.1,US,1604371125
851,Margate,51.38,1.39,10.56,66,0,0.89,GB,1604371125
852,Mary Esther,30.41,-86.66,14.0,47,1,2.1,US,1604371125
853,Melbourne,28.08,-80.61,21.11,60,75,7.7,US,1604370953
854,Melbourne Village,28.09,-80.67,21.11,60,75,7.7,US,1604371125
855,Merritt Island,28.54,-80.67,21.0,60,75,3.1,US,1604371125
856,Miami,25.77,-80.19,23.89,56,75,6.7,US,1604370703
857,Miami,25.77,-80.19,23.89,56,75,6.7,US,1604370703
858,Miami Beach,25.79,-80.13,23.89,56,75,6.7,US,1604371000
859,Miami Gardens,25.94,-80.25,23.89,56,90,8.2,US,1604371126
860,Miami Lakes,25.91,-80.31,23.89,56,90,8.2,US,1604371126
861,Miami Shores,25.86,-80.19,23.89,56,90,8.2,US,1604371126
862,Miami Springs,25.82,-80.29,23.89,56,75,6.7,US,1604370899
863,Miramar,25.99,-80.23,23.89,64,90,8.2,US,1604371126
864,Miramar Beach,30.37,-86.36,14.0,47,1,4.1,US,1604371126
865,Mt. Dora,28.8,-81.64,14.0,71,1,5.1,US,1604371126
866,Naples,40.83,14.25,15.0,87,73,0.5,IT,1604371126
867,Neptune Beach,30.31,-81.4,14.0,58,1,3.6,US,1604371127
868,New Port Richey,28.24,-82.72,16.11,72,0,0.45,US,1604370990
869,Newberry,34.27,-81.62,6.11,86,1,0.57,US,1604371127
870,North Miami,25.89,-80.19,23.89,56,90,8.2,US,1604371127
871,North Miami Beach,25.93,-80.16,23.89,64,90,8.2,US,1604370980
872,North Port,27.04,-82.24,17.78,77,0,0.89,US,1604370858
873,Oakland Park,26.17,-80.13,23.33,56,90,5.7,US,1604371017
874,Ocala,29.19,-82.14,12.78,81,1,2.6,US,1604371127
875,Ocoee,28.57,-81.54,16.11,81,19,0.89,US,1604371127
876,Odesa,46.48,30.73,4.0,100,0,2.02,UA,1604371127
877,Oldsmar,28.03,-82.67,17.22,67,0,3.6,US,1604371127
878,Orange City,28.95,-81.3,15.0,82,75,2.6,US,1604370982
879,Orange Park,30.17,-81.71,15.0,41,1,6.7,US,1604371128
880,Orlando,28.54,-81.38,18.0,63,1,3.6,US,1604371030
881,Ormond Beach,29.29,-81.06,19.0,63,75,7.2,US,1604371072
882,Oviedo,43.36,-5.84,12.78,72,43,1.79,ES,1604371128
883,Pace,30.6,-87.16,13.0,47,1,4.6,US,1604371128
884,Palm Bay,28.03,-80.59,21.11,60,75,7.7,US,1604371128
885,Palm Beach,26.65,-80.45,21.67,74,0,0.89,US,1604371128
886,Palm Beach Gardens,26.82,-80.14,23.0,60,9,6.7,US,1604371128
887,Palm City,27.17,-80.27,22.0,56,75,7.2,US,1604371020
888,Palm Coast,29.59,-81.21,18.89,63,75,4.6,US,1604371128
889,Palm Harbor,28.08,-82.76,16.11,67,0,3.6,US,1604370928
890,Palmetto Bay,25.62,-80.32,24.44,64,40,8.7,US,1604370846
891,Panama City,8.99,-79.52,26.0,88,40,4.1,PA,1604371129
892,Panama City Beach,30.18,-85.81,11.67,76,1,2.1,US,1604371129
893,Parkland,47.16,-122.43,13.33,87,1,1.07,US,1604371129
894,Pembroke Pines,26.0,-80.22,23.89,64,90,8.2,US,1604371088
895,Pensacola,30.42,-87.22,15.0,47,1,4.6,US,1604370966
896,Pinecrest,25.67,-80.31,24.44,56,75,6.7,US,1604371129
897,Pinellas Park,27.84,-82.7,18.33,63,1,5.7,US,1604371129
898,Plant City,28.02,-82.11,16.67,72,1,2.1,US,1604371129
899,Plantation,26.13,-80.23,23.33,56,90,5.7,US,1604371129
900,Pompano Beach,26.24,-80.12,23.33,56,90,8.7,US,1604370907
901,Ponte Vedra,30.23,-81.38,14.0,54,1,3.1,US,1604371129
902,Ponte Vedra Beach,30.24,-81.39,14.0,54,1,3.1,US,1604371129
903,Port Charlotte,26.98,-82.09,18.0,72,1,5.1,US,1604371018
904,Port Orange,29.14,-81.0,19.0,63,75,7.2,US,1604371130
905,Port Richey,28.27,-82.72,16.11,72,0,8.24,US,1604371130
906,Port St. Lucie,27.29,-80.35,22.0,56,75,7.2,US,1604371130
907,Riverview,27.87,-82.33,17.22,63,40,3.6,US,1604370899
908,Rockledge,28.35,-80.73,21.0,49,20,8.7,US,1604371123
909,Royal Palm Beach,26.71,-80.23,23.0,53,75,9.3,US,1604370905
910,Safety Harbor,27.99,-82.69,17.78,67,0,3.6,US,1604371130
911,Saint Augustine,29.89,-81.31,17.22,59,1,7.2,US,1604371130
912,Saint Petersburg,59.89,30.26,7.78,81,75,8.0,RU,1604371037
913,Sanford,28.8,-81.27,16.67,72,1,4.6,US,1604370889
914,Sarasota,27.17,-82.33,18.0,68,90,6.2,US,1604371130
915,Sebring,27.5,-81.44,17.22,77,1,4.1,US,1604370964
916,Seminole,28.71,-81.21,16.67,72,1,4.6,US,1604371083
917,South Beach,27.59,-80.34,21.67,60,75,7.7,US,1604371131
918,Spring Hill,28.48,-82.53,13.33,71,1,4.6,US,1604371131
919,Saint Petersburg,27.77,-82.67,18.33,63,1,5.7,US,1604371084
920,St. Cloud,28.25,-81.28,17.22,72,20,4.6,US,1604371131
921,Saint Petersburg,59.89,30.26,7.78,81,75,8.0,RU,1604371070
922,Stuart,27.2,-80.25,22.0,56,75,7.2,US,1604371002
923,Sunny Isles Beach,25.95,-80.12,23.89,64,90,8.2,US,1604371131
924,Sunrise,26.16,-80.29,23.33,56,90,5.7,US,1604370918
925,Surfside,25.88,-80.13,23.89,56,90,8.2,US,1604371131
926,Tallahassee,30.44,-84.28,10.0,71,1,1.5,US,1604371131
927,Tampa,27.95,-82.46,17.22,63,40,3.6,US,1604371043
928,Tarpon Springs,28.15,-82.76,16.11,67,0,3.6,US,1604371132
929,The Villages,28.93,-81.96,14.0,71,1,5.1,US,1604371132
930,Titusville,28.61,-80.81,22.0,56,75,7.7,US,1604371114
931,Trinity,28.18,-82.68,16.11,83,0,0.89,US,1604371132
932,Vero Beach,27.64,-80.4,21.67,60,75,7.7,US,1604371132
933,Viera,28.24,-80.73,21.11,49,20,8.7,US,1604371132
934,Wellington,-41.29,174.78,13.33,93,100,3.6,NZ,1604370878
935,Wesley Chapel,28.24,-82.33,15.56,76,1,3.6,US,1604371030
936,West Melbourne,28.07,-80.65,21.11,60,75,7.7,US,1604370938
937,West Palm Beach,26.72,-80.05,23.0,53,75,9.3,US,1604370915
938,Weston,26.1,-80.4,23.33,64,90,8.2,US,1604371133
939,Wilton Manors,26.16,-80.14,23.33,56,90,5.7,US,1604371084
940,Winter Garden,28.57,-81.59,16.11,81,16,0.89,US,1604371118
941,Winter Haven,28.02,-81.73,17.0,67,1,4.6,US,1604371133
942,Winter Park,28.6,-81.34,17.0,72,20,5.1,US,1604370801
943,Winter Springs,28.7,-81.31,16.67,72,1,4.6,US,1604370930
944,Yulee,30.63,-81.61,13.33,66,1,2.6,US,1604371133
945,Acworth,34.07,-84.68,6.0,52,1,1.5,US,1604371133
946,Alpharetta,34.08,-84.29,3.89,72,0,2.95,US,1604370857
947,Athens,37.98,23.72,17.22,87,20,1.32,GR,1604370640
948,Atlanta,33.75,-84.39,8.0,45,1,3.61,US,1604371133
949,Augsburg,48.37,10.88,16.0,87,99,1.0,DE,1604371133
950,Austell,33.81,-84.63,7.0,45,1,3.05,US,1604370945
951,Belém,-1.46,-48.5,27.0,83,0,3.6,BR,1604371134
952,Blairsville,40.43,-79.26,4.0,41,40,7.2,US,1604371134
953,Blue Ridge,37.38,-79.81,6.0,30,1,4.1,US,1604370897
954,"Bonaire, Saint Eustatius, and Saba",12.21,-68.29,28.0,83,53,4.6,BQ,1604370894
955,Brunswick,41.24,-81.84,6.0,35,20,8.2,US,1604371134
956,Buckhead,33.84,-84.38,7.0,45,1,1.5,US,1604371134
957,Buford,34.12,-84.0,5.56,64,1,2.93,US,1604371134
958,Calhoun,42.25,-85.0,6.0,38,1,6.2,US,1604371134
959,Guangzhou,23.12,113.25,24.0,47,20,7.0,CN,1604370913
960,Carrollton,32.95,-96.89,14.0,47,5,3.1,US,1604370860
961,Cartersville,34.17,-84.8,3.33,74,1,1.74,US,1604371135
962,Clarkesville,34.61,-83.52,8.0,28,1,1.5,US,1604370957
963,Cleveland,41.5,-81.7,7.0,36,1,9.3,US,1604371135
964,Columbus,39.96,-83.0,5.56,38,1,4.6,US,1604370868
965,Conyers,33.67,-84.02,7.22,56,1,3.1,US,1604370955
966,Cornelia,34.51,-83.53,8.0,28,1,1.5,US,1604371135
967,Cumming,34.21,-84.14,3.89,77,1,2.26,US,1604371135
968,Dacula,33.99,-83.9,6.67,56,1,2.6,US,1604370964
969,Dahlonega,34.53,-83.98,2.78,76,33,2.06,US,1604371135
970,Dallas,32.77,-96.78,14.44,54,20,2.1,US,1604370954
971,Dalton,34.77,-84.97,3.0,74,1,1.44,US,1604371136
972,Dawsonville,34.42,-84.12,5.0,76,12,1.93,US,1604371084
973,Douglasville,33.75,-84.75,7.0,45,1,2.69,US,1604371093
974,Duluth,46.78,-92.11,7.0,56,1,3.6,US,1604370918
975,Dunwoody,33.95,-84.33,7.0,45,1,1.5,US,1604371136
976,East Point,33.68,-84.44,8.0,42,20,3.29,US,1604370877
977,Ellijay,34.69,-84.48,3.0,64,1,1.72,US,1604371136
978,Evans,33.53,-82.13,10.0,53,1,0.9,US,1604371136
979,Fairburn,33.57,-84.58,8.0,42,20,2.63,US,1604371136
980,Flowery Branch,34.19,-83.93,7.0,45,1,2.1,US,1604371136
981,Fort Benning,32.35,-84.97,10.0,86,1,2.03,US,1604371137
982,Fort Gordon,33.42,-82.16,10.0,53,1,1.02,US,1604371137
983,Gray,35.42,-100.8,11.0,66,1,4.6,US,1604371137
984,Griffin,33.25,-84.26,7.22,45,1,1.5,US,1604370944
985,Griffin,33.25,-84.26,7.22,45,1,1.5,US,1604370944
986,Hiawassee,34.95,-83.76,2.78,77,77,1.1,US,1604370846
987,Hinesville,31.85,-81.6,8.89,86,1,0.57,US,1604371137
988,Hiram,33.88,-84.76,6.67,64,1,2.52,US,1604371137
989,Hull,53.74,-0.34,7.0,70,15,7.2,GB,1604370926
990,Jasper,37.2,-94.35,12.22,40,1,5.1,US,1604370989
991,Jefferson,38.18,-85.65,7.22,44,1,2.6,US,1604370947
992,Johns Creek,34.03,-84.2,7.0,45,1,1.5,US,1604370846
993,Kennesaw,34.02,-84.62,7.0,52,1,1.5,US,1604371014
994,La Grange,33.04,-85.03,4.44,80,1,2.02,US,1604371138
995,Lawrenceville,33.96,-83.99,7.22,52,1,2.6,US,1604370904
996,Lilburn,33.89,-84.14,7.22,45,1,1.5,US,1604371030
997,Loganville,33.84,-83.9,7.22,45,1,2.6,US,1604371066
998,Lookout Mountain,34.99,-85.35,6.0,70,1,0.8,US,1604370844
999,Macon,39.87,-88.97,7.22,55,1,3.6,US,1604371138
1000,Marietta,33.95,-84.55,7.0,42,1,2.6,US,1604370908
1001,McDonough,40.47,-90.67,8.33,56,1,2.6,US,1604371138
1002,Milledgeville,33.08,-83.23,9.0,70,1,1.29,US,1604371058
1003,Milton,34.13,-84.3,3.89,72,0,2.62,US,1604370924
1004,Moultrie,31.18,-83.79,8.0,87,1,2.11,US,1604371138
1005,Newnan,33.38,-84.8,8.0,52,1,2.1,US,1604371139
1006,Norcross,33.94,-84.21,7.0,45,1,1.5,US,1604371139
1007,Oakwood,39.73,-84.17,5.56,35,20,7.2,US,1604371139
1008,Peachtree City,33.4,-84.6,8.0,93,1,2.31,US,1604370847
1009,Peachtree Corners,33.97,-84.22,7.0,45,1,1.5,US,1604371139
1010,Pooler,32.12,-81.25,8.0,81,1,1.58,US,1604371139
1011,Richmond Hill,43.87,-79.44,6.67,61,58,5.36,CA,1604370996
1012,Rincon,32.3,-81.24,8.0,81,1,1.41,US,1604370847
1013,Rome,34.26,-85.16,4.0,80,1,0.72,US,1604371139
1014,Roswell,34.02,-84.36,7.0,45,1,1.5,US,1604371139
1015,Sandy Springs,33.92,-84.38,7.0,45,1,1.5,US,1604371006
1016,Savannah,32.08,-81.1,8.33,65,1,1.55,US,1604371139
1017,Smyrna,33.88,-84.51,7.0,42,1,2.6,US,1604371051
1018,Snellville,33.86,-84.02,7.22,70,0,3.49,US,1604371140
1019,Statesboro,32.45,-81.78,5.0,80,1,1.24,US,1604371109
1020,Stockbridge,33.54,-84.23,8.0,93,1,3.08,US,1604370944
1021,Stone Mountain,33.81,-84.17,7.22,45,1,1.5,US,1604371140
1022,Sugar Hill,34.11,-84.03,5.56,55,1,2.95,US,1604370843
1023,Suwanee,34.05,-84.07,5.56,55,0,3.24,US,1604371085
1024,Tifton,31.45,-83.51,7.0,81,1,1.93,US,1604371140
1025,Tucker,33.85,-84.22,7.0,45,1,1.5,US,1604370891
1026,Valdosta,30.83,-83.28,7.78,87,1,2.29,US,1604371141
1027,Warner Robins,32.62,-83.6,8.89,87,1,1.5,US,1604371141
1028,Waycross,31.21,-82.35,7.0,81,1,1.12,US,1604371141
1029,West Marietta,39.41,-81.47,5.0,35,1,3.1,US,1604371141
1030,Woodstock,43.13,-80.75,5.0,44,69,4.6,CA,1604370845
1031,‘Aiea,21.38,-157.93,30.0,48,20,5.7,US,1604370928
1032,‘Ewa Beach,21.32,-158.01,30.0,66,40,3.6,US,1604370980
1033,Hilo,19.73,-155.09,27.0,83,90,2.1,US,1604371021
1034,Honolulu,21.31,-157.86,30.0,48,20,5.7,US,1604371074
1035,Honolulu,21.31,-157.86,30.0,48,20,5.7,US,1604371074
1036,Kahului,20.89,-156.47,31.0,58,40,9.8,US,1604371141
1037,Kailua,21.4,-157.74,28.0,65,75,4.6,US,1604371142
1038,Kailua-Kona,19.64,-156.0,30.0,66,40,4.1,US,1604370918
1039,Kaneohe,21.42,-157.8,30.0,65,75,4.6,US,1604371142
1040,Kapaa,22.08,-159.32,28.0,74,75,3.6,US,1604371142
1041,Kapolei,21.33,-158.08,30.0,66,40,3.6,US,1604371142
1042,Kīhei,20.79,-156.47,31.0,58,40,9.8,US,1604371142
1043,Koloa,21.9,-159.46,29.0,74,75,3.6,US,1604371142
1044,Kona,8.98,11.33,23.8,50,93,0.83,NG,1604371143
1045,Lahaina,20.88,-156.68,31.0,58,40,9.8,US,1604371143
1046,Lihue,21.98,-159.37,28.0,74,75,3.6,US,1604370885
1047,Mililani,21.45,-158.01,30.0,61,1,5.7,US,1604371143
1048,Pearl City,21.4,-157.97,30.0,48,20,5.7,US,1604371100
1049,Pukalani,20.84,-156.34,31.0,58,40,9.8,US,1604371143
1050,Schofield Barracks,21.49,-158.06,30.0,61,1,5.7,US,1604370916
1051,Waianae,21.44,-158.19,30.0,61,1,5.7,US,1604371143
1052,Waikoloa,19.94,-155.79,30.0,66,40,4.1,US,1604371143
1053,Wailea,19.89,-155.12,27.0,83,90,2.1,US,1604371143
1054,Wailuku,20.89,-156.5,31.0,58,40,9.8,US,1604371144
1055,Waipahu,21.39,-158.01,30.0,61,1,5.7,US,1604371144
1056,Altoona,40.52,-78.39,4.44,38,1,9.8,US,1604370892
1057,Ames,42.03,-93.62,10.0,52,1,4.1,US,1604370941
1058,Ankeny,41.73,-93.61,9.44,65,1,3.27,US,1604371144
1059,Bettendorf,41.52,-90.52,8.33,52,1,4.1,US,1604371144
1060,Burlington,39.88,-74.64,5.0,51,1,5.7,US,1604370960
1061,Cedar Falls,42.53,-92.45,7.78,52,1,1.5,US,1604370983
1062,Cedar Rapids,42.01,-91.64,7.78,56,1,1.5,US,1604371020
1063,Charter Township of Clinton,42.59,-82.92,7.22,33,40,6.7,US,1604370919
1064,Clive,41.6,-93.72,10.0,46,1,3.1,US,1604371144
1065,Coralville,41.68,-91.58,9.44,60,1,3.47,US,1604371145
1066,Council Bluffs,41.26,-95.86,12.0,57,1,2.1,US,1604371145
1067,Council Bluffs,41.26,-95.86,12.0,57,1,2.1,US,1604371145
1068,Des Moines,41.6,-93.61,10.0,46,1,3.1,US,1604370998
1069,Dubuque,42.48,-90.87,6.67,60,1,2.1,US,1604371145
1070,Fort Dodge,42.5,-94.17,8.0,52,1,2.6,US,1604371145
1071,Fort Madison,40.63,-91.32,9.0,70,1,3.1,US,1604371145
1072,Iowa City,41.66,-91.53,9.44,60,1,3.45,US,1604371145
1073,Johnston,35.53,-78.4,8.89,51,0,1.34,US,1604371145
1074,Marion,39.77,-86.16,6.11,38,20,6.2,US,1604371057
1075,Marshalltown,42.05,-92.91,9.44,60,1,4.1,US,1604370931
1076,Mason City,43.15,-93.2,7.22,56,1,4.1,US,1604371145
1077,Muscatine,41.47,-91.13,8.89,56,1,3.31,US,1604371145
1078,Newton,42.34,-71.21,2.0,47,1,3.1,US,1604371146
1079,Ottumwa,41.02,-92.41,8.89,73,1,3.6,US,1604371146
1080,Sioux City,42.5,-96.4,11.11,60,1,2.6,US,1604370855
1081,Spencer,43.14,-95.14,7.78,56,1,1.5,US,1604371146
1082,Spirit Lake,43.42,-95.1,8.33,54,0,4.02,US,1604371146
1083,Urbandale,41.63,-93.71,10.0,46,1,3.1,US,1604370995
1084,Waterloo,43.47,-80.52,5.0,60,90,11.3,CA,1604371030
1085,West Burlington,40.83,-91.16,8.89,52,1,2.6,US,1604371146
1086,West Des Moines,41.57,-93.75,10.0,46,1,3.1,US,1604371102
1087,Windsor Heights,41.6,-93.71,10.0,46,1,3.1,US,1604371146
1088,Boise,43.61,-116.2,12.0,37,1,0.85,US,1604370902
1089,Bonners Ferry,48.69,-116.32,5.0,69,1,0.59,US,1604370880
1090,Coeur d'Alene,47.68,-116.78,7.78,80,1,3.6,US,1604371147
1091,Emmett,43.87,-116.5,11.11,51,0,1.17,US,1604371147
1092,Garden City,42.33,-83.33,7.22,33,40,7.2,US,1604371147
1093,Hailey,43.52,-114.32,9.0,34,5,3.1,US,1604371147
1094,Hayden,47.77,-116.79,7.78,80,1,3.6,US,1604371067
1095,Idaho Falls,43.47,-112.03,7.0,45,1,1.06,US,1604370979
1096,Ketchum,43.68,-114.36,9.0,34,5,3.1,US,1604371147
1097,Kuna,43.49,-116.42,12.0,43,0,1.29,US,1604371147
1098,Lewiston,44.1,-70.21,-1.0,54,1,2.1,US,1604370906
1099,Meridian,43.61,-116.39,12.0,43,0,0.41,US,1604371148
1100,Moscow,55.75,37.62,6.11,100,90,3.0,RU,1604370642
1101,Nampa,43.54,-116.56,11.0,43,0,1.41,US,1604371039
1102,Pocatello,42.87,-112.45,11.67,32,1,3.29,US,1604371146
1103,Ponderay,48.31,-116.53,5.0,100,1,0.28,US,1604371064
1104,Post Falls,47.72,-116.95,7.78,80,1,3.6,US,1604370932
1105,Sandpoint,48.28,-116.55,5.0,100,1,0.34,US,1604371148
1106,Twin Falls,42.35,-114.64,8.0,45,1,4.1,US,1604371148
1107,Addison,41.93,-87.99,7.78,45,40,3.6,US,1604371148
1108,Algonquin,42.17,-88.29,7.22,57,29,2.68,US,1604371149
1109,Arlington Heights,42.09,-87.98,7.78,45,40,3.6,US,1604371149
1110,Barrington,41.74,-71.31,2.22,51,1,2.6,US,1604371149
1111,Bartlett,35.2,-89.87,5.0,75,75,2.0,US,1604371149
1112,Batavia,41.85,-88.31,6.0,52,1,4.6,US,1604371149
1113,Bedford Park,-35.03,138.57,33.0,15,0,6.2,AU,1604371150
1114,Belleville,44.18,-77.37,6.0,45,90,10.3,CA,1604371114
1115,Belvidere,42.26,-88.84,6.67,58,25,4.02,US,1604371150
1116,Bensenville,41.95,-87.94,8.0,45,40,3.6,US,1604371150
1117,Berwyn,41.85,-87.79,7.78,42,20,3.6,US,1604371150
1118,Bloomingdale,27.89,-82.24,17.22,72,1,2.1,US,1604371043
1119,Bloomington,44.84,-93.3,8.0,72,20,2.6,US,1604371006
1120,Bolingbrook,41.7,-88.07,7.22,61,0,0.45,US,1604370879
1121,Bourbonnais,41.14,-87.88,4.0,51,1,3.6,US,1604371150
1122,Broadview,41.86,-87.85,7.78,42,20,3.6,US,1604371147
1123,Buffalo Grove,42.15,-87.96,7.78,45,40,3.6,US,1604370913
1124,Burr Ridge,41.75,-87.92,7.78,42,20,3.6,US,1604371057
1125,Calumet City,41.62,-87.53,7.0,45,1,5.1,US,1604371151
1126,Carbondale,37.73,-89.22,7.0,48,1,3.6,US,1604371106
1127,Carol Stream,41.91,-88.13,6.67,52,13,2.6,US,1604371151
1128,Cary,35.79,-78.78,6.11,65,1,3.83,US,1604370933
1129,Champaign,40.13,-88.2,6.11,64,1,4.1,US,1604371151
1130,Charleston,32.78,-79.93,7.0,86,1,2.56,US,1604370921
1131,Chicago,41.85,-87.65,8.33,42,20,3.6,US,1604370983
1132,Chicago,41.85,-87.65,8.33,42,20,3.6,US,1604370983
1133,Cicero,41.85,-87.75,7.78,42,20,3.6,US,1604371113
1134,Clarendon Hills,41.8,-87.95,7.78,42,20,3.6,US,1604371152
1135,Collinsville,38.67,-89.98,10.0,42,1,2.6,US,1604371152
1136,Countryside,39.04,-77.41,5.56,55,1,3.1,US,1604371152
1137,Crestwood,38.56,-90.38,8.89,41,0,3.66,US,1604371152
1138,Crystal Lake,42.24,-88.32,7.22,48,32,2.68,US,1604371137
1139,Deer Park,29.71,-95.12,18.0,47,1,1.5,US,1604370914
1140,Deerfield,42.17,-87.84,8.0,42,1,3.6,US,1604371153
1141,DeKalb County,33.75,-84.23,8.0,45,1,1.5,US,1604371153
1142,DeKalb County,33.75,-84.23,8.0,45,1,1.5,US,1604371153
1143,Des Plaines,42.03,-87.88,8.33,45,40,3.6,US,1604371144
1144,Downers Grove,41.81,-88.01,7.22,52,5,2.68,US,1604371029
1145,East Peoria,40.67,-89.58,7.22,48,1,2.6,US,1604371153
1146,Edwardsville,38.81,-89.95,10.0,56,1,3.6,US,1604371080
1147,Effingham County,32.37,-81.33,7.0,81,1,1.32,US,1604371153
1148,Elburn,41.89,-88.47,6.0,52,1,4.1,US,1604371154
1149,Elgin,42.04,-88.28,7.22,52,1,4.6,US,1604371154
1150,Elk Grove Village,42.0,-87.97,8.0,45,40,3.6,US,1604371154
